english,korean,kind,category_slug,category_kr,item_slug,poe2db_us,poe2db_kr
Runeforged Bold Sabatons,룬벼림 대담한 발 덮개,item,Boots,장화,Runeforged_Bold_Sabatons,https://poe2db.tw/us/Runeforged_Bold_Sabatons,https://poe2db.tw/kr/Runeforged_Bold_Sabatons
Runeforged Bound Sandals,룬벼림 속박된 샌들,item,Boots,장화,Runeforged_Bound_Sandals,https://poe2db.tw/us/Runeforged_Bound_Sandals,https://poe2db.tw/kr/Runeforged_Bound_Sandals
Runeforged Braced Sabatons,룬벼림 죔쇠 발 덮개,item,Boots,장화,Runeforged_Braced_Sabatons,https://poe2db.tw/us/Runeforged_Braced_Sabatons,https://poe2db.tw/kr/Runeforged_Braced_Sabatons
Runeforged Bronze Greaves,룬벼림 청동 각반,item,Boots,장화,Runeforged_Bronze_Greaves,https://poe2db.tw/us/Runeforged_Bronze_Greaves,https://poe2db.tw/kr/Runeforged_Bronze_Greaves
Runeforged Bulwark Greaves,룬벼림 방벽 각반,item,Boots,장화,Runeforged_Bulwark_Greaves,https://poe2db.tw/us/Runeforged_Bulwark_Greaves,https://poe2db.tw/kr/Runeforged_Bulwark_Greaves
Runeforged Carved Greaves,룬벼림 조각된 각반,item,Boots,장화,Runeforged_Carved_Greaves,https://poe2db.tw/us/Runeforged_Carved_Greaves,https://poe2db.tw/kr/Runeforged_Carved_Greaves
Runeforged Cavalry Boots,룬벼림 기병대 장화,item,Boots,장화,Runeforged_Cavalry_Boots,https://poe2db.tw/us/Runeforged_Cavalry_Boots,https://poe2db.tw/kr/Runeforged_Cavalry_Boots
Runeforged Charmed Shoes,룬벼림 홀린 신발,item,Boots,장화,Runeforged_Charmed_Shoes,https://poe2db.tw/us/Runeforged_Charmed_Shoes,https://poe2db.tw/kr/Runeforged_Charmed_Shoes
Runeforged Cinched Boots,룬벼림 단단히 묶은 장화,item,Boots,장화,Runeforged_Cinched_Boots,https://poe2db.tw/us/Runeforged_Cinched_Boots,https://poe2db.tw/kr/Runeforged_Cinched_Boots
Runeforged Covered Sabatons,룬벼림 덮인 발 덮개,item,Boots,장화,Runeforged_Covered_Sabatons,https://poe2db.tw/us/Runeforged_Covered_Sabatons,https://poe2db.tw/kr/Runeforged_Covered_Sabatons
Runeforged Cryptic Leggings,룬벼림 난해한 레깅스,item,Boots,장화,Runeforged_Cryptic_Leggings,https://poe2db.tw/us/Runeforged_Cryptic_Leggings,https://poe2db.tw/kr/Runeforged_Cryptic_Leggings
Runeforged Daggerfoot Shoes,룬벼림 단검발 신발,item,Boots,장화,Runeforged_Daggerfoot_Shoes,https://poe2db.tw/us/Runeforged_Daggerfoot_Shoes,https://poe2db.tw/kr/Runeforged_Daggerfoot_Shoes
Runeforged Dragonscale Boots,룬벼림 용 비늘 장화,item,Boots,장화,Runeforged_Dragonscale_Boots,https://poe2db.tw/us/Runeforged_Dragonscale_Boots,https://poe2db.tw/kr/Runeforged_Dragonscale_Boots
Runeforged Drakeskin Boots,룬벼림 비룡가죽 장화,item,Boots,장화,Runeforged_Drakeskin_Boots,https://poe2db.tw/us/Runeforged_Drakeskin_Boots,https://poe2db.tw/kr/Runeforged_Drakeskin_Boots
Runeforged Dunerunner Sandals,룬벼림 사구질주자 샌들,item,Boots,장화,Runeforged_Dunerunner_Sandals,https://poe2db.tw/us/Runeforged_Dunerunner_Sandals,https://poe2db.tw/kr/Runeforged_Dunerunner_Sandals
Runeforged Elaborate Sandals,룬벼림 정교한 샌들,item,Boots,장화,Runeforged_Elaborate_Sandals,https://poe2db.tw/us/Runeforged_Elaborate_Sandals,https://poe2db.tw/kr/Runeforged_Elaborate_Sandals
Runeforged Elegant Greaves,룬벼림 우아한 각반,item,Boots,장화,Runeforged_Elegant_Greaves,https://poe2db.tw/us/Runeforged_Elegant_Greaves,https://poe2db.tw/kr/Runeforged_Elegant_Greaves
Runeforged Elegant Slippers,룬벼림 우아한 슬리퍼,item,Boots,장화,Runeforged_Elegant_Slippers,https://poe2db.tw/us/Runeforged_Elegant_Slippers,https://poe2db.tw/kr/Runeforged_Elegant_Slippers
Runeforged Embossed Boots,룬벼림 양각 무늬 장화,item,Boots,장화,Runeforged_Embossed_Boots,https://poe2db.tw/us/Runeforged_Embossed_Boots,https://poe2db.tw/kr/Runeforged_Embossed_Boots
Runeforged Embroidered Boots,룬벼림 수놓은 장화,item,Boots,장화,Runeforged_Embroidered_Boots,https://poe2db.tw/us/Runeforged_Embroidered_Boots,https://poe2db.tw/kr/Runeforged_Embroidered_Boots
Runeforged Faithful Leggings,룬벼림 충실한 레깅스,item,Boots,장화,Runeforged_Faithful_Leggings,https://poe2db.tw/us/Runeforged_Faithful_Leggings,https://poe2db.tw/kr/Runeforged_Faithful_Leggings
Runeforged Feathered Sandals,룬벼림 깃털 샌들,item,Boots,장화,Runeforged_Feathered_Sandals,https://poe2db.tw/us/Runeforged_Feathered_Sandals,https://poe2db.tw/kr/Runeforged_Feathered_Sandals
Runeforged Flared Boots,룬벼림 번쩍이는 장화,item,Boots,장화,Runeforged_Flared_Boots,https://poe2db.tw/us/Runeforged_Flared_Boots,https://poe2db.tw/kr/Runeforged_Flared_Boots
Runeforged Flax Sandals,룬벼림 아마 샌들,item,Boots,장화,Runeforged_Flax_Sandals,https://poe2db.tw/us/Runeforged_Flax_Sandals,https://poe2db.tw/kr/Runeforged_Flax_Sandals
Runeforged Flexile Sabatons,룬벼림 유연한 발 덮개,item,Boots,장화,Runeforged_Flexile_Sabatons,https://poe2db.tw/us/Runeforged_Flexile_Sabatons,https://poe2db.tw/kr/Runeforged_Flexile_Sabatons
Runeforged Fortress Sabatons,룬벼림 요새 발 덮개,item,Boots,장화,Runeforged_Fortress_Sabatons,https://poe2db.tw/us/Runeforged_Fortress_Sabatons,https://poe2db.tw/kr/Runeforged_Fortress_Sabatons
Runeforged Frayed Shoes,룬벼림 흐트러진 신발,item,Boots,장화,Runeforged_Frayed_Shoes,https://poe2db.tw/us/Runeforged_Frayed_Shoes,https://poe2db.tw/kr/Runeforged_Frayed_Shoes
Runeforged Gilt Leggings,룬벼림 금빛 레깅스,item,Boots,장화,Runeforged_Gilt_Leggings,https://poe2db.tw/us/Runeforged_Gilt_Leggings,https://poe2db.tw/kr/Runeforged_Gilt_Leggings
Runeforged Grand Cuisses,룬벼림 우수한 허벅지 방어구,item,Boots,장화,Runeforged_Grand_Cuisses,https://poe2db.tw/us/Runeforged_Grand_Cuisses,https://poe2db.tw/kr/Runeforged_Grand_Cuisses
Runeforged Hunting Shoes,룬벼림 사냥용 신발,item,Boots,장화,Runeforged_Hunting_Shoes,https://poe2db.tw/us/Runeforged_Hunting_Shoes,https://poe2db.tw/kr/Runeforged_Hunting_Shoes
Runeforged Iron Greaves,룬벼림 철제 각반,item,Boots,장화,Runeforged_Iron_Greaves,https://poe2db.tw/us/Runeforged_Iron_Greaves,https://poe2db.tw/kr/Runeforged_Iron_Greaves
Runeforged Laced Boots,룬벼림 레이스 장화,item,Boots,장화,Runeforged_Laced_Boots,https://poe2db.tw/us/Runeforged_Laced_Boots,https://poe2db.tw/kr/Runeforged_Laced_Boots
Runeforged Lattice Sandals,룬벼림 격자 샌들,item,Boots,장화,Runeforged_Lattice_Sandals,https://poe2db.tw/us/Runeforged_Lattice_Sandals,https://poe2db.tw/kr/Runeforged_Lattice_Sandals
Runeforged Leatherplate Boots,룬벼림 가죽판금 장화,item,Boots,장화,Runeforged_Leatherplate_Boots,https://poe2db.tw/us/Runeforged_Leatherplate_Boots,https://poe2db.tw/kr/Runeforged_Leatherplate_Boots
Runeforged Lizardscale Boots,룬벼림 도마뱀비늘 장화,item,Boots,장화,Runeforged_Lizardscale_Boots,https://poe2db.tw/us/Runeforged_Lizardscale_Boots,https://poe2db.tw/kr/Runeforged_Lizardscale_Boots
Runeforged Luxurious Slippers,룬벼림 호화로운 슬리퍼,item,Boots,장화,Runeforged_Luxurious_Slippers,https://poe2db.tw/us/Runeforged_Luxurious_Slippers,https://poe2db.tw/kr/Runeforged_Luxurious_Slippers
Runeforged Mail Sabatons,룬벼림 사슬 발 덮개,item,Boots,장화,Runeforged_Mail_Sabatons,https://poe2db.tw/us/Runeforged_Mail_Sabatons,https://poe2db.tw/kr/Runeforged_Mail_Sabatons
Runeforged Monument Greaves,룬벼림 기념비 각반,item,Boots,장화,Runeforged_Monument_Greaves,https://poe2db.tw/us/Runeforged_Monument_Greaves,https://poe2db.tw/kr/Runeforged_Monument_Greaves
Runeforged Noble Sabatons,룬벼림 귀족 발 덮개,item,Boots,장화,Runeforged_Noble_Sabatons,https://poe2db.tw/us/Runeforged_Noble_Sabatons,https://poe2db.tw/kr/Runeforged_Noble_Sabatons
Runeforged Ornate Greaves,룬벼림 화려한 각반,item,Boots,장화,Runeforged_Ornate_Greaves,https://poe2db.tw/us/Runeforged_Ornate_Greaves,https://poe2db.tw/kr/Runeforged_Ornate_Greaves
Runeforged Padded Leggings,룬벼림 패드 레깅스,item,Boots,장화,Runeforged_Padded_Leggings,https://poe2db.tw/us/Runeforged_Padded_Leggings,https://poe2db.tw/kr/Runeforged_Padded_Leggings
Runeforged Pelt Leggings,룬벼림 털가죽 레깅스,item,Boots,장화,Runeforged_Pelt_Leggings,https://poe2db.tw/us/Runeforged_Pelt_Leggings,https://poe2db.tw/kr/Runeforged_Pelt_Leggings
Runeforged Pious Leggings,룬벼림 경건한 레깅스,item,Boots,장화,Runeforged_Pious_Leggings,https://poe2db.tw/us/Runeforged_Pious_Leggings,https://poe2db.tw/kr/Runeforged_Pious_Leggings
Runeforged Quickslip Shoes,룬벼림 빠른 미끄러짐 신발,item,Boots,장화,Runeforged_Quickslip_Shoes,https://poe2db.tw/us/Runeforged_Quickslip_Shoes,https://poe2db.tw/kr/Runeforged_Quickslip_Shoes
Runeforged Rawhide Boots,룬벼림 생가죽 장화,item,Boots,장화,Runeforged_Rawhide_Boots,https://poe2db.tw/us/Runeforged_Rawhide_Boots,https://poe2db.tw/kr/Runeforged_Rawhide_Boots
Runeforged Reefsteel Greaves,룬벼림 암초강철 각반,item,Boots,장화,Runeforged_Reefsteel_Greaves,https://poe2db.tw/us/Runeforged_Reefsteel_Greaves,https://poe2db.tw/kr/Runeforged_Reefsteel_Greaves
Runeforged Rough Greaves,룬벼림 거친 각반,item,Boots,장화,Runeforged_Rough_Greaves,https://poe2db.tw/us/Runeforged_Rough_Greaves,https://poe2db.tw/kr/Runeforged_Rough_Greaves
Runeforged Sandsworn Sandals,룬벼림 모래맹세 샌들,item,Boots,장화,Runeforged_Sandsworn_Sandals,https://poe2db.tw/us/Runeforged_Sandsworn_Sandals,https://poe2db.tw/kr/Runeforged_Sandsworn_Sandals
Runeforged Secured Leggings,룬벼림 보안 레깅스,item,Boots,장화,Runeforged_Secured_Leggings,https://poe2db.tw/us/Runeforged_Secured_Leggings,https://poe2db.tw/kr/Runeforged_Secured_Leggings
Runeforged Sekhema Sandals,룬벼림 세케마 샌들,item,Boots,장화,Runeforged_Sekhema_Sandals,https://poe2db.tw/us/Runeforged_Sekhema_Sandals,https://poe2db.tw/kr/Runeforged_Sekhema_Sandals
Runeforged Serpentscale Boots,룬벼림 뱀 비늘 장화,item,Boots,장화,Runeforged_Serpentscale_Boots,https://poe2db.tw/us/Runeforged_Serpentscale_Boots,https://poe2db.tw/kr/Runeforged_Serpentscale_Boots
Runeforged Shamanistic Leggings,룬벼림 주술사의 레깅스,item,Boots,장화,Runeforged_Shamanistic_Leggings,https://poe2db.tw/us/Runeforged_Shamanistic_Leggings,https://poe2db.tw/kr/Runeforged_Shamanistic_Leggings
Runeforged Silk Slippers,룬벼림 실크 슬리퍼,item,Boots,장화,Runeforged_Silk_Slippers,https://poe2db.tw/us/Runeforged_Silk_Slippers,https://poe2db.tw/kr/Runeforged_Silk_Slippers
Runeforged Stacked Sabatons,룬벼림 중첩된 발 덮개,item,Boots,장화,Runeforged_Stacked_Sabatons,https://poe2db.tw/us/Runeforged_Stacked_Sabatons,https://poe2db.tw/kr/Runeforged_Stacked_Sabatons
Runeforged Steelpoint Shoes,룬벼림 강철침 신발,item,Boots,장화,Runeforged_Steelpoint_Shoes,https://poe2db.tw/us/Runeforged_Steelpoint_Shoes,https://poe2db.tw/kr/Runeforged_Steelpoint_Shoes
Runeforged Steeltoe Boots,룬벼림 강철코 장화,item,Boots,장화,Runeforged_Steeltoe_Boots,https://poe2db.tw/us/Runeforged_Steeltoe_Boots,https://poe2db.tw/kr/Runeforged_Steeltoe_Boots
Runeforged Stone Greaves,룬벼림 돌 각반,item,Boots,장화,Runeforged_Stone_Greaves,https://poe2db.tw/us/Runeforged_Stone_Greaves,https://poe2db.tw/kr/Runeforged_Stone_Greaves
Runeforged Straw Sandals,룬벼림 짚 샌들,item,Boots,장화,Runeforged_Straw_Sandals,https://poe2db.tw/us/Runeforged_Straw_Sandals,https://poe2db.tw/kr/Runeforged_Straw_Sandals
Runeforged Studded Boots,룬벼림 징 박힌 장화,item,Boots,장화,Runeforged_Studded_Boots,https://poe2db.tw/us/Runeforged_Studded_Boots,https://poe2db.tw/kr/Runeforged_Studded_Boots
Runeforged Studded Sandals,룬벼림 징 박힌 샌들,item,Boots,장화,Runeforged_Studded_Sandals,https://poe2db.tw/us/Runeforged_Studded_Sandals,https://poe2db.tw/kr/Runeforged_Studded_Sandals
Runeforged Tasalian Greaves,룬벼림 타살리오의 각반,item,Boots,장화,Runeforged_Tasalian_Greaves,https://poe2db.tw/us/Runeforged_Tasalian_Greaves,https://poe2db.tw/kr/Runeforged_Tasalian_Greaves
Runeforged Threaded Shoes,룬벼림 실타래 신발,item,Boots,장화,Runeforged_Threaded_Shoes,https://poe2db.tw/us/Runeforged_Threaded_Shoes,https://poe2db.tw/kr/Runeforged_Threaded_Shoes
Runeforged Totemic Greaves,룬벼림 토템의 각반,item,Boots,장화,Runeforged_Totemic_Greaves,https://poe2db.tw/us/Runeforged_Totemic_Greaves,https://poe2db.tw/kr/Runeforged_Totemic_Greaves
Runeforged Treerunner Shoes,룬벼림 나무질주자 신발,item,Boots,장화,Runeforged_Treerunner_Shoes,https://poe2db.tw/us/Runeforged_Treerunner_Shoes,https://poe2db.tw/kr/Runeforged_Treerunner_Shoes
Runeforged Trimmed Greaves,룬벼림 다듬은 각반,item,Boots,장화,Runeforged_Trimmed_Greaves,https://poe2db.tw/us/Runeforged_Trimmed_Greaves,https://poe2db.tw/kr/Runeforged_Trimmed_Greaves
Runeforged Vaal Greaves,룬벼림 바알 각반,item,Boots,장화,Runeforged_Vaal_Greaves,https://poe2db.tw/us/Runeforged_Vaal_Greaves,https://poe2db.tw/kr/Runeforged_Vaal_Greaves
Runeforged Velour Shoes,룬벼림 벨루어 신발,item,Boots,장화,Runeforged_Velour_Shoes,https://poe2db.tw/us/Runeforged_Velour_Shoes,https://poe2db.tw/kr/Runeforged_Velour_Shoes
Runeforged Veteran Sabatons,룬벼림 역전 용사 발 덮개,item,Boots,장화,Runeforged_Veteran_Sabatons,https://poe2db.tw/us/Runeforged_Veteran_Sabatons,https://poe2db.tw/kr/Runeforged_Veteran_Sabatons
Runeforged Wanderer Shoes,룬벼림 방랑자 신발,item,Boots,장화,Runeforged_Wanderer_Shoes,https://poe2db.tw/us/Runeforged_Wanderer_Shoes,https://poe2db.tw/kr/Runeforged_Wanderer_Shoes
Runeforged Warlock Leggings,룬벼림 마법사 레깅스,item,Boots,장화,Runeforged_Warlock_Leggings,https://poe2db.tw/us/Runeforged_Warlock_Leggings,https://poe2db.tw/kr/Runeforged_Warlock_Leggings
Runeforged Weaver Leggings,룬벼림 직공 레깅스,item,Boots,장화,Runeforged_Weaver_Leggings,https://poe2db.tw/us/Runeforged_Weaver_Leggings,https://poe2db.tw/kr/Runeforged_Weaver_Leggings
Runeforged Wrapped Sandals,룬벼림 싸맨 샌들,item,Boots,장화,Runeforged_Wrapped_Sandals,https://poe2db.tw/us/Runeforged_Wrapped_Sandals,https://poe2db.tw/kr/Runeforged_Wrapped_Sandals
Runemastered Ancient Leggings,룬숙련 고대 레깅스,item,Boots,장화,Runemastered_Ancient_Leggings,https://poe2db.tw/us/Runemastered_Ancient_Leggings,https://poe2db.tw/kr/Runemastered_Ancient_Leggings
Runemastered Braced Sabatons,룬숙련 죔쇠 발 덮개,item,Boots,장화,Runemastered_Braced_Sabatons,https://poe2db.tw/us/Runemastered_Braced_Sabatons,https://poe2db.tw/kr/Runemastered_Braced_Sabatons
Runemastered Bronze Greaves,룬숙련 청동 각반,item,Boots,장화,Runemastered_Bronze_Greaves,https://poe2db.tw/us/Runemastered_Bronze_Greaves,https://poe2db.tw/kr/Runemastered_Bronze_Greaves
Runemastered Cinched Boots,룬숙련 단단히 묶은 장화,item,Boots,장화,Runemastered_Cinched_Boots,https://poe2db.tw/us/Runemastered_Cinched_Boots,https://poe2db.tw/kr/Runemastered_Cinched_Boots
Runemastered Covered Sabatons,룬숙련 덮인 발 덮개,item,Boots,장화,Runemastered_Covered_Sabatons,https://poe2db.tw/us/Runemastered_Covered_Sabatons,https://poe2db.tw/kr/Runemastered_Covered_Sabatons
Runemastered Embossed Boots,룬숙련 양각 무늬 장화,item,Boots,장화,Runemastered_Embossed_Boots,https://poe2db.tw/us/Runemastered_Embossed_Boots,https://poe2db.tw/kr/Runemastered_Embossed_Boots
Runemastered Feathered Sandals,룬숙련 깃털 샌들,item,Boots,장화,Runemastered_Feathered_Sandals,https://poe2db.tw/us/Runemastered_Feathered_Sandals,https://poe2db.tw/kr/Runemastered_Feathered_Sandals
Runemastered Grand Cuisses,룬숙련 우수한 허벅지 방어구,item,Boots,장화,Runemastered_Grand_Cuisses,https://poe2db.tw/us/Runemastered_Grand_Cuisses,https://poe2db.tw/kr/Runemastered_Grand_Cuisses
Runemastered Hunting Shoes,룬숙련 사냥용 신발,item,Boots,장화,Runemastered_Hunting_Shoes,https://poe2db.tw/us/Runemastered_Hunting_Shoes,https://poe2db.tw/kr/Runemastered_Hunting_Shoes
Runemastered Iron Greaves,룬숙련 철제 각반,item,Boots,장화,Runemastered_Iron_Greaves,https://poe2db.tw/us/Runemastered_Iron_Greaves,https://poe2db.tw/kr/Runemastered_Iron_Greaves
Runemastered Laced Boots,룬숙련 레이스 장화,item,Boots,장화,Runemastered_Laced_Boots,https://poe2db.tw/us/Runemastered_Laced_Boots,https://poe2db.tw/kr/Runemastered_Laced_Boots
Runemastered Lattice Sandals,룬숙련 격자 샌들,item,Boots,장화,Runemastered_Lattice_Sandals,https://poe2db.tw/us/Runemastered_Lattice_Sandals,https://poe2db.tw/kr/Runemastered_Lattice_Sandals
Runemastered Lizardscale Boots,룬숙련 도마뱀비늘 장화,item,Boots,장화,Runemastered_Lizardscale_Boots,https://poe2db.tw/us/Runemastered_Lizardscale_Boots,https://poe2db.tw/kr/Runemastered_Lizardscale_Boots
Runemastered Mail Sabatons,룬숙련 사슬 발 덮개,item,Boots,장화,Runemastered_Mail_Sabatons,https://poe2db.tw/us/Runemastered_Mail_Sabatons,https://poe2db.tw/kr/Runemastered_Mail_Sabatons
Runemastered Rough Greaves,룬숙련 거친 각반,item,Boots,장화,Runemastered_Rough_Greaves,https://poe2db.tw/us/Runemastered_Rough_Greaves,https://poe2db.tw/kr/Runemastered_Rough_Greaves
Runemastered Secured Leggings,룬숙련 보안 레깅스,item,Boots,장화,Runemastered_Secured_Leggings,https://poe2db.tw/us/Runemastered_Secured_Leggings,https://poe2db.tw/kr/Runemastered_Secured_Leggings
Runemastered Silk Slippers,룬숙련 실크 슬리퍼,item,Boots,장화,Runemastered_Silk_Slippers,https://poe2db.tw/us/Runemastered_Silk_Slippers,https://poe2db.tw/kr/Runemastered_Silk_Slippers
Runemastered Stacked Sabatons,룬숙련 중첩된 발 덮개,item,Boots,장화,Runemastered_Stacked_Sabatons,https://poe2db.tw/us/Runemastered_Stacked_Sabatons,https://poe2db.tw/kr/Runemastered_Stacked_Sabatons
Runemastered Steeltoe Boots,룬숙련 강철코 장화,item,Boots,장화,Runemastered_Steeltoe_Boots,https://poe2db.tw/us/Runemastered_Steeltoe_Boots,https://poe2db.tw/kr/Runemastered_Steeltoe_Boots
Runemastered Stone Greaves,룬숙련 돌 각반,item,Boots,장화,Runemastered_Stone_Greaves,https://poe2db.tw/us/Runemastered_Stone_Greaves,https://poe2db.tw/kr/Runemastered_Stone_Greaves
Runemastered Straw Sandals,룬숙련 짚 샌들,item,Boots,장화,Runemastered_Straw_Sandals,https://poe2db.tw/us/Runemastered_Straw_Sandals,https://poe2db.tw/kr/Runemastered_Straw_Sandals
Runemastered Threaded Shoes,룬숙련 실타래 신발,item,Boots,장화,Runemastered_Threaded_Shoes,https://poe2db.tw/us/Runemastered_Threaded_Shoes,https://poe2db.tw/kr/Runemastered_Threaded_Shoes
Runemastered Trimmed Greaves,룬숙련 다듬은 각반,item,Boots,장화,Runemastered_Trimmed_Greaves,https://poe2db.tw/us/Runemastered_Trimmed_Greaves,https://poe2db.tw/kr/Runemastered_Trimmed_Greaves
Runemastered Velour Shoes,룬숙련 벨루어 신발,item,Boots,장화,Runemastered_Velour_Shoes,https://poe2db.tw/us/Runemastered_Velour_Shoes,https://poe2db.tw/kr/Runemastered_Velour_Shoes
Runemastered Wrapped Sandals,룬숙련 싸맨 샌들,item,Boots,장화,Runemastered_Wrapped_Sandals,https://poe2db.tw/us/Runemastered_Wrapped_Sandals,https://poe2db.tw/kr/Runemastered_Wrapped_Sandals
Sandsworn Sandals,모래맹세 샌들,item,Boots,장화,Sandsworn_Sandals,https://poe2db.tw/us/Sandsworn_Sandals,https://poe2db.tw/kr/Sandsworn_Sandals
Secured Leggings,보안 레깅스,item,Boots,장화,Secured_Leggings,https://poe2db.tw/us/Secured_Leggings,https://poe2db.tw/kr/Secured_Leggings
Sekhema Sandals,세케마 샌들,item,Boots,장화,Sekhema_Sandals,https://poe2db.tw/us/Sekhema_Sandals,https://poe2db.tw/kr/Sekhema_Sandals
Serpentscale Boots,뱀 비늘 장화,item,Boots,장화,Serpentscale_Boots,https://poe2db.tw/us/Serpentscale_Boots,https://poe2db.tw/kr/Serpentscale_Boots
Shamanistic Leggings,주술사의 레깅스,item,Boots,장화,Shamanistic_Leggings,https://poe2db.tw/us/Shamanistic_Leggings,https://poe2db.tw/kr/Shamanistic_Leggings
Silk Slippers,실크 슬리퍼,item,Boots,장화,Silk_Slippers,https://poe2db.tw/us/Silk_Slippers,https://poe2db.tw/kr/Silk_Slippers
Silverbuckled Shoes,은버클 신발,item,Boots,장화,Silverbuckled_Shoes,https://poe2db.tw/us/Silverbuckled_Shoes,https://poe2db.tw/kr/Silverbuckled_Shoes
Sleek Boots,매끈한 장화,item,Boots,장화,Sleek_Boots,https://poe2db.tw/us/Sleek_Boots,https://poe2db.tw/kr/Sleek_Boots
Soldiering Sabatons,군역 발 덮개,item,Boots,장화,Soldiering_Sabatons,https://poe2db.tw/us/Soldiering_Sabatons,https://poe2db.tw/kr/Soldiering_Sabatons
Stacked Sabatons,중첩된 발 덮개,item,Boots,장화,Stacked_Sabatons,https://poe2db.tw/us/Stacked_Sabatons,https://poe2db.tw/kr/Stacked_Sabatons
Steelpoint Shoes,강철침 신발,item,Boots,장화,Steelpoint_Shoes,https://poe2db.tw/us/Steelpoint_Shoes,https://poe2db.tw/kr/Steelpoint_Shoes
Steeltoe Boots,강철코 장화,item,Boots,장화,Steeltoe_Boots,https://poe2db.tw/us/Steeltoe_Boots,https://poe2db.tw/kr/Steeltoe_Boots
Stone Greaves,돌 각반,item,Boots,장화,Stone_Greaves,https://poe2db.tw/us/Stone_Greaves,https://poe2db.tw/kr/Stone_Greaves
Straw Sandals,짚 샌들,item,Boots,장화,Straw_Sandals,https://poe2db.tw/us/Straw_Sandals,https://poe2db.tw/kr/Straw_Sandals
Studded Boots,징 박힌 장화,item,Boots,장화,Studded_Boots,https://poe2db.tw/us/Studded_Boots,https://poe2db.tw/kr/Studded_Boots
Studded Sandals,징 박힌 샌들,item,Boots,장화,Studded_Sandals,https://poe2db.tw/us/Studded_Sandals,https://poe2db.tw/kr/Studded_Sandals
Tasalian Greaves,타살리오의 각반,item,Boots,장화,Tasalian_Greaves,https://poe2db.tw/us/Tasalian_Greaves,https://poe2db.tw/kr/Tasalian_Greaves
Threaded Shoes,실타래 신발,item,Boots,장화,Threaded_Shoes,https://poe2db.tw/us/Threaded_Shoes,https://poe2db.tw/kr/Threaded_Shoes
Totemic Greaves,토템의 각반,item,Boots,장화,Totemic_Greaves,https://poe2db.tw/us/Totemic_Greaves,https://poe2db.tw/kr/Totemic_Greaves
Treerunner Shoes,나무질주자 신발,item,Boots,장화,Treerunner_Shoes,https://poe2db.tw/us/Treerunner_Shoes,https://poe2db.tw/kr/Treerunner_Shoes
Trimmed Greaves,다듬은 각반,item,Boots,장화,Trimmed_Greaves,https://poe2db.tw/us/Trimmed_Greaves,https://poe2db.tw/kr/Trimmed_Greaves
Vaal Greaves,바알 각반,item,Boots,장화,Vaal_Greaves,https://poe2db.tw/us/Vaal_Greaves,https://poe2db.tw/kr/Vaal_Greaves
Velour Shoes,벨루어 신발,item,Boots,장화,Velour_Shoes,https://poe2db.tw/us/Velour_Shoes,https://poe2db.tw/kr/Velour_Shoes
Veteran Sabatons,역전 용사 발 덮개,item,Boots,장화,Veteran_Sabatons,https://poe2db.tw/us/Veteran_Sabatons,https://poe2db.tw/kr/Veteran_Sabatons
Wanderer Shoes,방랑자 신발,item,Boots,장화,Wanderer_Shoes,https://poe2db.tw/us/Wanderer_Shoes,https://poe2db.tw/kr/Wanderer_Shoes
Warlock Leggings,마법사 레깅스,item,Boots,장화,Warlock_Leggings,https://poe2db.tw/us/Warlock_Leggings,https://poe2db.tw/kr/Warlock_Leggings
Wayfarer Shoes,나그네 신발,item,Boots,장화,Wayfarer_Shoes,https://poe2db.tw/us/Wayfarer_Shoes,https://poe2db.tw/kr/Wayfarer_Shoes
Weaver Leggings,직공 레깅스,item,Boots,장화,Weaver_Leggings,https://poe2db.tw/us/Weaver_Leggings,https://poe2db.tw/kr/Weaver_Leggings
Wrapped Sandals,싸맨 샌들,item,Boots,장화,Wrapped_Sandals,https://poe2db.tw/us/Wrapped_Sandals,https://poe2db.tw/kr/Wrapped_Sandals
Adherent Bow,지지자 활,item,Bows,활,Adherent_Bow,https://poe2db.tw/us/Adherent_Bow,https://poe2db.tw/kr/Adherent_Bow
Artillery Bow,포대 활,item,Bows,활,Artillery_Bow,https://poe2db.tw/us/Artillery_Bow,https://poe2db.tw/kr/Artillery_Bow
Cavalry Bow,기병대 활,item,Bows,활,Cavalry_Bow,https://poe2db.tw/us/Cavalry_Bow,https://poe2db.tw/kr/Cavalry_Bow
Composite Bow,합성궁,item,Bows,활,Composite_Bow,https://poe2db.tw/us/Composite_Bow,https://poe2db.tw/kr/Composite_Bow
Crude Bow,조잡한 활,item,Bows,활,Crude_Bow,https://poe2db.tw/us/Crude_Bow,https://poe2db.tw/kr/Crude_Bow
Cultist Bow,광신자 활,item,Bows,활,Cultist_Bow,https://poe2db.tw/us/Cultist_Bow,https://poe2db.tw/kr/Cultist_Bow
Double Limb Bow,이중날개 활,item,Bows,활,Double_Limb_Bow,https://poe2db.tw/us/Double_Limb_Bow,https://poe2db.tw/kr/Double_Limb_Bow
Dualstring Bow,이중시위 활,item,Bows,활,Dualstring_Bow,https://poe2db.tw/us/Dualstring_Bow,https://poe2db.tw/kr/Dualstring_Bow
Fanatic Bow,광신도 활,item,Bows,활,Fanatic_Bow,https://poe2db.tw/us/Fanatic_Bow,https://poe2db.tw/kr/Fanatic_Bow
Gemini Bow,쌍둥이자리 활,item,Bows,활,Gemini_Bow,https://poe2db.tw/us/Gemini_Bow,https://poe2db.tw/kr/Gemini_Bow
